group,chunk,counter_start_index,counter_end_index,active_counters,csv_path,benchmark_log,benchmark_exit_status
RBBM,4,12,16,4,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_171413/02_RBBM/RBBM_chunk004.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_171413/02_RBBM/RBBM_chunk004_benchmark.log,0
RBBM,5,16,17,1,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_171413/02_RBBM/RBBM_chunk005.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_171413/02_RBBM/RBBM_chunk005_benchmark.log,0
PC,1,0,8,8,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_171413/03_PC/PC_chunk001.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_171413/03_PC/PC_chunk001_benchmark.log,0
PC,2,8,16,8,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_171413/03_PC/PC_chunk002.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_171413/03_PC/PC_chunk002_benchmark.log,0
PC,3,16,24,8,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_171413/03_PC/PC_chunk003.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_171413/03_PC/PC_chunk003_benchmark.log,0
PC,4,24,32,8,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_171413/03_PC/PC_chunk004.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_171413/03_PC/PC_chunk004_benchmark.log,0
PC,5,32,40,8,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_171413/03_PC/PC_chunk005.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_171413/03_PC/PC_chunk005_benchmark.log,0
PC,6,40,48,8,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_171413/03_PC/PC_chunk006.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_171413/03_PC/PC_chunk006_benchmark.log,0
PC,7,48,56,8,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_171413/03_PC/PC_chunk007.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_171413/03_PC/PC_chunk007_benchmark.log,0
PC,8,56,64,8,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_171413/03_PC/PC_chunk008.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_171413/03_PC/PC_chunk008_benchmark.log,0
PC,9,64,72,8,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_171413/03_PC/PC_chunk009.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_171413/03_PC/PC_chunk009_benchmark.log,0
