elapsed_s,CP_ICACHE_MISSES,CP_ICACHE_HITS,CP_ICACHE_STALL,CP_DCACHE_MISSES,CP_DCACHE_HITS,CP_DCACHE_STALLS,CP_AQE_SQE_STALL,CP_SQE_AQE_STARVE,CP_ISR_CYCLES,CP_SQE_MD8_STALL_CYCLES,CP_SQE_MESH_EXEC_CYCLES,CP_AQE_NUM_AS_CHUNKS,CP_AQE_NUM_MS_CHUNKS,CP_S_SKEW_BUFFER_FULL
0.378330,18,235,1627,0,0,0,0,0,0,0,0,0,0,0
0.379930,18,235,1791,0,0,0,0,0,0,0,0,0,0,0
0.381437,18,231,1624,0,0,0,0,0,0,0,0,0,0,0
0.383036,18,235,1627,0,0,0,0,0,0,0,0,0,0,0
0.384640,18,231,1587,0,0,0,0,0,0,0,0,0,0,0
0.386251,18,231,1627,0,0,0,0,0,0,0,0,0,0,0
0.387856,18,231,1630,0,0,0,0,0,0,0,0,0,0,0
0.389465,18,257,1675,0,0,0,0,0,0,0,0,0,0,0
0.391071,18,231,1581,0,0,0,0,0,0,0,0,0,0,0
0.392675,18,231,1631,0,0,0,0,0,0,0,0,0,0,0
0.394299,18,235,1629,0,0,0,0,0,0,0,0,0,0,0
0.395903,18,235,1587,0,0,0,0,0,0,0,0,0,0,0
0.397510,18,231,1624,0,0,0,0,0,0,0,0,0,0,0
0.399117,18,249,1624,0,0,0,0,0,0,0,0,0,0,0
0.400721,18,235,1629,0,0,0,0,0,0,0,0,0,0,0
0.402300,18,235,1632,0,0,0,0,0,0,0,0,0,0,0
0.403747,18,235,1642,0,0,0,0,0,0,0,0,0,0,0
0.405329,18,235,1588,0,0,0,0,0,0,0,0,0,0,0
0.406926,18,235,1586,0,0,0,0,0,0,0,0,0,0,0
0.408522,18,235,1579,0,0,0,0,0,0,0,0,0,0,0
0.410238,18,235,1626,0,0,0,0,0,0,0,0,0,0,0
0.411882,18,235,1630,0,0,0,0,0,0,0,0,0,0,0
0.413487,18,235,1581,0,0,0,0,0,0,0,0,0,0,0
0.415092,18,235,1636,0,0,0,0,0,0,0,0,0,0,0
0.416720,18,235,1580,0,0,0,0,0,0,0,0,0,0,0
0.418298,18,231,1627,0,0,0,0,0,0,0,0,0,0,0
0.419743,18,235,1632,0,0,0,0,0,0,0,0,0,0,0
0.421188,18,235,1631,0,0,0,0,0,0,0,0,0,0,0
0.422636,18,235,1591,0,0,0,0,0,0,0,0,0,0,0
0.424200,18,301,1577,0,0,0,0,0,0,0,0,0,0,0
0.425717,18,235,1577,0,0,0,0,0,0,0,0,0,0,0
0.427303,18,231,1588,0,0,0,0,0,0,0,0,0,0,0
0.428908,18,235,1629,0,0,0,0,0,0,0,0,0,0,0
0.430513,18,235,1588,0,0,0,0,0,0,0,0,0,0,0
0.432115,18,231,1585,0,0,0,0,0,0,0,0,0,0,0
0.433764,18,235,1586,0,0,0,0,0,0,0,0,0,0,0
0.435367,18,235,1738,0,0,0,0,0,0,0,0,0,0,0
0.436973,18,235,1628,0,0,0,0,0,0,0,0,0,0,0
0.438591,18,231,1590,0,0,0,0,0,0,0,0,0,0,0
0.440229,18,231,1629,0,0,0,0,0,0,0,0,0,0,0
0.441877,18,231,1581,0,0,0,0,0,0,0,0,0,0,0
0.443480,18,235,1578,0,0,0,0,0,0,0,0,0,0,0
0.445085,18,235,1620,0,0,0,0,0,0,0,0,0,0,0
0.446690,18,231,1619,0,0,0,0,0,0,0,0,0,0,0
0.448319,18,235,1583,0,0,0,0,0,0,0,0,0,0,0
0.449827,18,231,1642,0,0,0,0,0,0,0,0,0,0,0
0.451292,18,235,1629,0,0,0,0,0,0,0,0,0,0,0
0.452746,18,235,1590,0,0,0,0,0,0,0,0,0,0,0
0.454421,18,235,1586,0,0,0,0,0,0,0,0,0,0,0
