elapsed_s,HLSQ_DUAL_FS_PROG_ACTIVE,HLSQ_DUAL_VS_PROG_ACTIVE,HLSQ_FS_BATCH_COUNT_ZERO,HLSQ_VS_BATCH_COUNT_ZERO,HLSQ_WAVE_PENDING_NO_QUAD,HLSQ_WAVE_PENDING_NO_PRIM_BASE
0.061017,0,0,1343844,1343736,0,0
0.062349,0,0,1348152,1348338,0,0
0.063664,0,0,1590252,1590156,0,0
0.065114,0,0,1399896,1434270,0,0
0.066576,0,0,1445778,1411290,0,0
0.067886,0,0,2504205,2506932,0,0
0.069080,0,0,1759446,1759530,0,0
0.070530,0,0,1453278,1452978,0,0
0.071836,0,0,1356282,1356570,0,0
0.073143,0,0,1349436,1349226,0,0
0.074500,0,0,1301040,1288074,0,0
0.075763,0,0,1246758,1246692,0,0
0.077026,0,0,1249530,1249596,0,0
0.078305,0,0,1246398,1246488,0,0
0.079566,0,0,1249038,1248888,0,0
0.080829,0,0,1247736,1247850,0,0
0.082159,216,0,1434378,1424892,0,0
0.084950,180,0,500694,2050716,0,0
0.086206,0,0,542920,2060616,0,0
0.087412,0,0,500414,1970280,0,0
0.088617,0,0,502282,2056071,0,0
0.089821,0,0,516498,1968954,0,0
0.091026,0,0,498981,1968948,0,0
0.092230,0,0,499752,2054202,0,0
0.093436,0,0,523968,1973332,0,0
0.094684,0,0,523876,2057670,0,0
0.095890,0,0,502969,2008350,0,0
0.097095,0,0,1506372,2852424,0,0
0.098354,0,0,2524872,2521356,0,0
0.099711,0,0,2496882,2496894,0,0
0.101070,0,0,2526516,2526576,0,0
0.102439,0,0,2570238,2570688,0,0
0.103863,0,0,2499666,2499492,0,0
0.105257,0,0,2606364,2605986,0,0
0.106682,0,0,2411334,2411862,0,0
0.108075,0,0,2518518,2518056,0,0
0.109514,0,0,2513892,2513886,0,0
0.110902,0,0,2412876,2410482,0,0
0.112274,0,0,2412006,2412576,0,0
0.113742,0,0,2779482,2779104,0,0
0.115180,0,0,2415708,2415708,0,0
0.116547,0,0,2408922,2408910,0,0
0.117951,0,0,2280816,2275074,0,0
0.119269,0,0,2891814,2892078,0,0
0.120690,0,0,2897430,2897256,0,0
