
[selected] 6 counters, interval 0.005 s
       SP         gid=0x0a selector=1    SP_BUSY_CYCLES                               (A8XX_PERF_SP_BUSY_CYCLES)
       SP         gid=0x0a selector=2    SP_ALU_WORKING_CYCLES                        (A8XX_PERF_SP_ALU_WORKING_CYCLES)
       SP         gid=0x0a selector=5    SP_STALL_CYCLES_UCHE                         (A8XX_PERF_SP_STALL_CYCLES_UCHE)
       HLSQ       gid=0x04 selector=6    HLSQ_STALL_CYCLES_UCHE                       (A8XX_PERF_HLSQ_STALL_CYCLES_UCHE)
       UCHE       gid=0x08 selector=1    UCHE_BUSY_CYCLES                             (A8XX_PERF_UCHE_BUSY_CYCLES)
       UCHE       gid=0x08 selector=52   UCHE_RAM_READ_REQ                            (A8XX_PERF_UCHE_RAM_READ_REQ)
[GET] SP_BUSY_CYCLES                               group=0xa selector=1 reg_low=0x29c reg_high=0x29d
[GET] SP_ALU_WORKING_CYCLES                        group=0xa selector=2 reg_low=0x29a reg_high=0x29b
[GET] SP_STALL_CYCLES_UCHE                         group=0xa selector=5 reg_low=0x298 reg_high=0x299
[GET] HLSQ_STALL_CYCLES_UCHE                       group=0x4 selector=6 reg_low=0x1fe reg_high=0x1ff
[GET] UCHE_BUSY_CYCLES                             group=0x8 selector=1 reg_low=0x254 reg_high=0x255
[GET] UCHE_RAM_READ_REQ                            group=0x8 selector=52 reg_low=0x252 reg_high=0x253

[stream] Press Ctrl+C to stop. Values are deltas since previous sample.
[csv] logging elapsed_s and counter deltas to /data/local/tmp/adreno_perf_stream_last.csv
elapsed_s,SP_BUSY_CYCLES,SP_ALU_WORKING_CYCLES,SP_STALL_CYCLES_UCHE,HLSQ_STALL_CYCLES_UCHE,UCHE_BUSY_CYCLES,UCHE_RAM_READ_REQ
1.120524,0,0,0,0,0,0
1.125794,0,0,0,0,0,0
1.131248,0,0,0,0,0,0
1.136516,0,0,0,0,0,0
1.141865,0,0,0,0,0,0
1.147318,0,0,0,0,0,0
1.152785,0,0,0,0,0,0
1.158392,0,0,0,0,0,0
1.163665,0,0,0,0,0,0
1.168925,0,0,0,0,0,0
1.174262,0,0,0,0,0,0
1.179631,0,0,0,0,0,0
1.185078,0,0,0,0,0,0
1.191121,0,0,0,0,0,0
1.196515,0,0,0,0,0,0
1.201984,0,0,0,0,0,0
1.207255,0,0,0,0,0,0
1.212552,0,0,0,0,0,0
1.217863,0,0,0,0,0,0
1.223208,0,0,0,0,0,0
1.228569,0,0,0,0,0,0
1.233949,0,0,0,0,0,0
1.239352,0,0,0,0,0,0
1.244898,0,0,0,0,0,0
1.250191,0,0,0,0,0,0
1.255808,0,0,0,0,0,0
1.261234,0,0,0,0,0,0
1.266505,0,0,0,0,0,0
1.272070,0,0,0,0,0,0
1.277626,0,0,0,0,0,0
