
[selected] 6 counters, interval 0.005 s
       SP         gid=0x0a selector=1    SP_BUSY_CYCLES                               (A8XX_PERF_SP_BUSY_CYCLES)
       SP         gid=0x0a selector=2    SP_ALU_WORKING_CYCLES                        (A8XX_PERF_SP_ALU_WORKING_CYCLES)
       UCHE       gid=0x08 selector=1    UCHE_BUSY_CYCLES                             (A8XX_PERF_UCHE_BUSY_CYCLES)
       UCHE       gid=0x08 selector=52   UCHE_RAM_READ_REQ                            (A8XX_PERF_UCHE_RAM_READ_REQ)
       UCHE       gid=0x08 selector=25   UCHE_VBIF_READ_BEATS_SP                      (A8XX_PERF_UCHE_VBIF_READ_BEATS_SP)
       SP         gid=0x0a selector=46   SP_UCHE_READ_TRANS                           (A8XX_PERF_SP_UCHE_READ_TRANS)
[GET] SP_BUSY_CYCLES                               group=0xa selector=1 reg_low=0x29c reg_high=0x29d
[GET] SP_ALU_WORKING_CYCLES                        group=0xa selector=2 reg_low=0x29a reg_high=0x29b
[GET] UCHE_BUSY_CYCLES                             group=0x8 selector=1 reg_low=0x254 reg_high=0x255
[GET] UCHE_RAM_READ_REQ                            group=0x8 selector=52 reg_low=0x252 reg_high=0x253
[GET] UCHE_VBIF_READ_BEATS_SP                      group=0x8 selector=25 reg_low=0x250 reg_high=0x251
[GET] SP_UCHE_READ_TRANS                           group=0xa selector=46 reg_low=0x296 reg_high=0x297

[stream] Press Ctrl+C to stop. Values are deltas since previous sample.
[csv] logging elapsed_s and counter deltas to /data/local/tmp/adreno_perf_stream_last.csv
elapsed_s,SP_BUSY_CYCLES,SP_ALU_WORKING_CYCLES,UCHE_BUSY_CYCLES,UCHE_RAM_READ_REQ,UCHE_VBIF_READ_BEATS_SP,SP_UCHE_READ_TRANS
0.728067,68915293,42239474,4847623,394594,0,0
0.733292,68918170,42254007,4850104,395086,0,0
0.738527,69016618,42315823,4859385,395407,0,0
0.743769,69112437,42368991,4870359,396069,0,0
0.749005,69000457,42326675,4866299,395816,0,0
0.754233,69007895,42259904,4866623,394750,0,0
0.759475,69073801,42336783,4877436,396416,0,0
0.764706,69020011,42289572,4872080,394714,0,0
0.769931,68908214,42223227,4865303,394678,0,0
0.775151,68827434,42172209,4855466,394352,0,0
0.780369,68799769,42156037,4865276,393766,0,0
0.785607,69070582,42323429,4875253,395894,0,0
0.790827,68849872,42202135,4862634,394438,0,0
0.796046,68817854,42174655,4852691,393910,0,0
0.801271,68889012,42232525,4847590,394976,0,0
0.806489,68822529,42197818,4836396,394114,0,0
0.811715,68891040,42233068,4850229,395068,0,0
0.817057,70346207,43121077,4943831,402924,0,0
0.822293,69131580,42379585,4877464,396176,0,0
0.827605,69255346,42448498,4886805,396786,0,0
0.832827,69662543,42678987,4921722,398928,0,0
0.838042,68777206,42153940,4849850,393848,0,0
0.843257,68766199,42140614,4839138,393802,0,0
0.848480,68869845,42215616,4850865,394544,0,0
0.853723,69073303,42346974,4859568,396301,0,0
0.858941,68876963,42219039,4851722,394485,0,0
0.864217,69518387,42616051,4891215,398292,0,0
0.869439,68907108,42243887,4847510,394800,0,0
0.874674,69013383,42288881,4855668,395450,0,0
0.880051,70796486,43390955,4996416,405312,0,0
0.885278,68972967,42250662,4875836,395150,0,0
0.890510,68990645,42270076,4859592,395144,0,0
0.895739,69020523,42293158,4865642,395196,0,0
0.900966,68934331,42236631,4887769,394628,0,0
0.906199,68974304,42260402,4865994,395146,0,0
0.911427,68967930,42270118,4857680,394879,0,0
0.916649,68865457,42187531,4855078,394373,0,0
0.921879,68904260,42223659,4862884,394752,0,0
0.927115,69065345,42343696,4877385,395668,0,0
0.932266,67913653,41601970,4786070,389074,0,0
0.937539,69579981,42651586,4899902,398404,0,0
0.942787,69178865,42395795,4877302,396582,0,0
0.948720,78158339,47893390,5513898,447804,0,0
0.953995,69656786,42689269,4913668,398924,0,0
0.959259,69297123,42498490,4884730,396886,0,0
0.965020,21508562,13098464,1565727,138550,0,0
0.970388,0,0,0,0,0,0
0.976029,0,0,0,0,0,0
0.981278,0,0,0,0,0,0
0.986970,0,0,0,0,0,0
0.993377,0,0,0,0,0,0
0.998714,0,0,0,0,0,0
1.004075,0,0,0,0,0,0
1.009430,0,0,0,0,0,0
1.014734,0,0,0,0,0,0
1.022169,0,0,0,0,0,0
1.027597,0,0,0,0,0,0
1.033008,0,0,0,0,0,0
1.038390,0,0,0,0,0,0
1.043700,0,0,0,0,0,0
1.049141,0,0,0,0,0,0
1.054474,0,0,0,0,0,0
1.059911,0,0,0,0,0,0
1.065246,0,0,0,0,0,0
1.070602,0,0,0,0,0,0
1.076013,0,0,0,0,0,0
1.081397,0,0,0,0,0,0
1.086885,0,0,0,0,0,0
1.092313,0,0,0,0,0,0
1.097678,0,0,0,0,0,0
1.103150,0,0,0,0,0,0
1.108501,0,0,0,0,0,0
1.113883,0,0,0,0,0,0
1.119247,0,0,0,0,0,0
1.124692,0,0,0,0,0,0
1.130138,0,0,0,0,0,0
1.135514,0,0,0,0,0,0
1.140885,0,0,0,0,0,0
1.146254,0,0,0,0,0,0
1.151690,0,0,0,0,0,0
1.157059,0,0,0,0,0,0
1.162416,0,0,0,0,0,0
1.167774,0,0,0,0,0,0
1.173143,0,0,0,0,0,0
1.178620,0,0,0,0,0,0
1.184183,0,0,0,0,0,0
1.189619,0,0,0,0,0,0
1.194991,0,0,0,0,0,0
1.200501,0,0,0,0,0,0
1.205866,0,0,0,0,0,0
1.211241,0,0,0,0,0,0
1.216712,0,0,0,0,0,0
1.222174,0,0,0,0,0,0
1.227531,0,0,0,0,0,0
1.232890,0,0,0,0,0,0
1.238235,0,0,0,0,0,0
1.243726,0,0,0,0,0,0
1.249086,0,0,0,0,0,0
1.254450,0,0,0,0,0,0
1.259897,0,0,0,0,0,0
1.265269,0,0,0,0,0,0
1.270685,0,0,0,0,0,0
